listing_id,date,vacant_days,reserved_days,occupancy,revenue,rate_avg,booked_rate_avg,booking_lead_time_avg,length_of_stay_avg,min_nights_avg,native_booked_rate_avg,native_rate_avg,native_revenue,month,year,demand_period
13970956,2025-02-01,0,28,1.0,4872.0,174.0,174.0,228.0,14.0,2.0,174.0,174.0,4872.0,2,2025,off-peak
13970956,2025-03-01,10,21,0.677,3333.0,159.0,158.7,65.0,3.0,2.0,159.0,159.0,3333.0,3,2025,off-peak
13970956,2025-04-01,9,21,0.7,3592.0,166.2,171.0,59.0,2.0,2.0,171.0,166.0,3592.0,4,2025,shoulder
13970956,2025-05-01,3,28,0.903,4479.0,159.8,160.0,95.0,2.0,2.0,160.0,160.0,4479.0,5,2025,shoulder
13970956,2025-06-01,9,21,0.7,3487.0,163.1,166.0,95.0,3.0,2.0,166.0,163.0,3487.0,6,2025,peak
13970956,2025-07-01,5,26,0.839,4192.0,161.3,161.2,93.0,3.0,2.0,161.0,161.0,4192.0,7,2025,peak
13970956,2025-08-01,9,22,0.71,3460.0,153.0,157.3,51.0,2.0,2.0,157.0,153.0,3460.0,8,2025,peak
13970956,2025-09-01,20,10,0.333,1515.0,141.9,151.5,50.0,2.0,2.0,152.0,142.0,1515.0,9,2025,shoulder
13970956,2025-10-01,7,24,0.774,3710.0,155.1,154.6,130.0,2.0,2.0,155.0,155.0,3710.0,10,2025,shoulder
13970956,2025-11-01,4,26,0.867,4291.0,163.4,165.0,111.0,6.0,2.0,165.0,163.0,4291.0,11,2025,off-peak
13970956,2025-12-01,8,23,0.742,3647.0,154.3,158.6,74.0,2.0,1.0,159.0,154.0,3647.0,12,2025,peak
13970956,2026-01-01,19,12,0.387,1696.0,142.4,141.3,24.0,2.0,2.0,141.0,142.0,1696.0,1,2026,off-peak
8698538,2025-02-01,21,7,0.25,922.0,123.7,131.7,13.0,3.0,5.0,132.0,124.0,922.0,2,2025,off-peak
8698538,2025-03-01,16,15,0.484,2024.0,143.3,134.9,5.0,3.0,6.0,135.0,143.0,2024.0,3,2025,off-peak
8698538,2025-04-01,20,10,0.333,1542.0,166.2,154.2,1.0,10.0,6.0,154.0,166.0,1542.0,4,2025,shoulder
8698538,2025-05-01,14,17,0.548,3765.0,215.0,221.5,23.0,8.0,5.0,222.0,215.0,3765.0,5,2025,shoulder
8698538,2025-06-01,23,7,0.233,1434.0,215.8,204.9,9.0,3.0,5.0,205.0,216.0,1434.0,6,2025,peak
8698538,2025-07-01,13,18,0.581,3485.0,190.5,193.6,64.0,9.0,3.0,194.0,191.0,3485.0,7,2025,peak
8698538,2025-08-01,10,21,0.677,3747.0,173.9,178.4,23.0,7.0,3.0,178.0,174.0,3747.0,8,2025,peak
8698538,2025-09-01,4,26,0.867,5170.0,198.3,198.8,4.0,7.0,2.0,199.0,198.0,5170.0,9,2025,shoulder
8698538,2025-10-01,0,31,1.0,7547.0,243.5,243.5,,,4.0,244.0,244.0,7547.0,10,2025,shoulder
8698538,2025-11-01,6,24,0.8,5285.0,215.6,220.2,6.0,14.0,4.0,220.0,216.0,5285.0,11,2025,off-peak
8698538,2025-12-01,18,13,0.419,3097.0,220.5,238.2,25.0,4.0,3.0,238.0,221.0,3097.0,12,2025,peak
8698538,2026-01-01,31,0,0.0,0.0,170.0,,,,4.0,,170.0,0.0,1,2026,off-peak
26843717,2025-02-01,25,3,0.107,711.0,192.5,237.0,1.0,2.0,4.0,237.0,193.0,711.0,2,2025,off-peak
26843717,2025-03-01,14,17,0.548,3696.0,201.8,217.4,5.0,3.0,2.0,217.0,202.0,3696.0,3,2025,off-peak
26843717,2025-04-01,19,11,0.367,2146.0,195.8,195.1,12.0,2.0,2.0,195.0,196.0,2146.0,4,2025,shoulder
26843717,2025-05-01,16,15,0.484,3668.0,216.6,244.5,27.0,3.0,2.0,245.0,217.0,3668.0,5,2025,shoulder
26843717,2025-06-01,15,15,0.5,3767.0,235.9,251.1,14.0,2.0,2.0,251.0,236.0,3767.0,6,2025,peak
26843717,2025-07-01,21,10,0.323,2047.0,197.9,204.7,23.0,2.0,2.0,205.0,198.0,2047.0,7,2025,peak
26843717,2025-08-01,21,10,0.323,1784.0,198.9,178.4,1.0,2.0,2.0,178.0,199.0,1784.0,8,2025,peak
26843717,2025-09-01,21,9,0.3,2282.0,257.6,253.6,2.0,4.0,2.0,254.0,258.0,2282.0,9,2025,shoulder
26843717,2025-10-01,19,12,0.387,2713.0,237.6,226.1,46.0,2.0,2.0,226.0,238.0,2713.0,10,2025,shoulder
26843717,2025-11-01,11,19,0.633,4392.0,231.6,231.2,17.0,2.0,2.0,231.0,232.0,4392.0,11,2025,off-peak
26843717,2025-12-01,16,15,0.484,3345.0,205.5,223.0,39.0,3.0,2.0,223.0,206.0,3345.0,12,2025,peak
26843717,2026-01-01,27,4,0.129,801.0,213.7,200.2,6.0,2.0,2.0,200.0,214.0,801.0,1,2026,off-peak
23828818,2025-02-01,26,2,0.071,84.0,41.1,42.0,1.0,2.0,2.0,42.0,41.0,84.0,2,2025,off-peak
23828818,2025-03-01,24,7,0.226,285.0,40.9,40.7,1.0,1.0,2.0,41.0,41.0,285.0,3,2025,off-peak
23828818,2025-04-01,25,5,0.167,210.0,41.5,42.0,1.0,2.0,2.0,42.0,42.0,210.0,4,2025,shoulder
23828818,2025-05-01,28,3,0.097,129.0,42.5,43.0,1.0,3.0,2.0,43.0,43.0,129.0,5,2025,shoulder
23828818,2025-06-01,22,8,0.267,336.0,42.0,42.0,1.0,1.0,2.0,42.0,42.0,336.0,6,2025,peak
23828818,2025-07-01,21,10,0.323,413.0,41.4,41.3,1.0,2.0,1.0,41.0,41.0,413.0,7,2025,peak
23828818,2025-08-01,25,6,0.194,247.0,41.3,41.2,1.0,1.0,1.0,41.0,41.0,247.0,8,2025,peak
32063539,2025-02-01,16,12,0.429,614.0,51.5,51.2,7.0,12.0,1.0,51.0,52.0,614.0,2,2025,off-peak
32063539,2025-03-01,27,4,0.129,203.0,50.5,50.8,2.0,2.0,1.0,51.0,51.0,203.0,3,2025,off-peak
32063539,2025-04-01,26,4,0.133,204.0,50.9,51.0,1.0,2.0,1.0,51.0,51.0,204.0,4,2025,shoulder
32063539,2025-05-01,19,12,0.387,726.0,56.8,60.5,19.0,2.0,1.0,61.0,57.0,726.0,5,2025,shoulder
32063539,2025-06-01,12,18,0.6,1156.0,64.7,64.2,7.0,2.0,1.0,64.0,65.0,1156.0,6,2025,peak
32063539,2025-07-01,18,13,0.419,893.0,66.8,68.7,1.0,2.0,1.0,69.0,67.0,893.0,7,2025,peak
32063539,2025-08-01,4,27,0.871,1537.0,57.1,56.9,3.0,10.0,1.0,57.0,57.0,1537.0,8,2025,peak
32063539,2025-09-01,8,22,0.733,1294.0,58.4,58.8,15.0,4.0,1.0,59.0,58.0,1294.0,9,2025,shoulder
32063539,2025-10-01,23,8,0.258,551.0,63.5,68.9,11.0,2.0,1.0,69.0,64.0,551.0,10,2025,shoulder
32063539,2025-11-01,30,0,0.0,0.0,62.7,,,,1.0,,63.0,0.0,11,2025,off-peak
32063539,2025-12-01,31,0,0.0,0.0,54.8,,,,1.0,,55.0,0.0,12,2025,peak
32063539,2026-01-01,31,0,0.0,0.0,52.5,,,,1.0,,53.0,0.0,1,2026,off-peak
24810258,2025-02-01,17,11,0.393,960.0,87.4,87.3,1.0,11.0,,87.0,87.0,960.0,2,2025,off-peak
24810258,2025-03-01,31,0,0.0,0.0,84.8,,,,5.0,,85.0,0.0,3,2025,off-peak
24810258,2025-04-01,30,0,0.0,0.0,86.4,,,,5.0,,86.0,0.0,4,2025,shoulder
24810258,2025-05-01,31,0,0.0,0.0,87.2,,,,5.0,,87.0,0.0,5,2025,shoulder
24810258,2025-06-01,11,19,0.633,1646.0,86.5,86.6,23.0,19.0,10.0,87.0,87.0,1646.0,6,2025,peak
24810258,2025-07-01,9,22,0.71,1875.0,85.2,85.2,59.0,11.0,21.0,85.0,85.0,1875.0,7,2025,peak
24810258,2025-08-01,6,25,0.806,2159.0,86.4,86.4,47.0,12.0,21.0,86.0,86.0,2159.0,8,2025,peak
24810258,2025-09-01,30,0,0.0,0.0,77.1,,,,21.0,,77.0,0.0,9,2025,shoulder
24810258,2025-10-01,31,0,0.0,0.0,77.1,,,,21.0,,77.0,0.0,10,2025,shoulder
24810258,2025-11-01,30,0,0.0,0.0,76.3,,,,21.0,,76.0,0.0,11,2025,off-peak
24810258,2025-12-01,28,3,0.097,231.0,76.6,77.0,1.0,3.0,21.0,77.0,77.0,231.0,12,2025,peak
24810258,2026-01-01,31,0,0.0,0.0,77.3,,,,14.0,,77.0,0.0,1,2026,off-peak
20725751,2025-02-01,17,11,0.393,1816.0,167.0,165.1,18.0,5.0,2.0,165.0,167.0,1816.0,2,2025,off-peak
20725751,2025-03-01,28,3,0.097,537.0,162.4,179.0,16.0,3.0,2.0,179.0,162.0,537.0,3,2025,off-peak
20725751,2025-04-01,11,19,0.633,3617.0,191.7,190.4,10.0,9.0,2.0,190.0,192.0,3617.0,4,2025,shoulder
20725751,2025-05-01,10,21,0.677,4083.0,190.2,194.4,47.0,3.0,2.0,194.0,190.0,4083.0,5,2025,shoulder
20725751,2025-06-01,19,11,0.367,2852.0,269.6,259.3,7.0,2.0,2.0,259.0,270.0,2852.0,6,2025,peak
20725751,2025-07-01,14,17,0.548,2951.0,174.8,173.6,6.0,4.0,2.0,174.0,175.0,2951.0,7,2025,peak
20725751,2025-08-01,19,12,0.387,2212.0,175.2,184.3,9.0,2.0,2.0,184.0,175.0,2212.0,8,2025,peak
20725751,2025-09-01,15,15,0.5,2990.0,183.1,199.3,24.0,5.0,2.0,199.0,183.0,2990.0,9,2025,shoulder
20725751,2025-10-01,20,11,0.355,2531.0,199.5,230.1,24.0,2.0,2.0,230.0,200.0,2531.0,10,2025,shoulder
20725751,2025-11-01,10,20,0.667,4239.0,216.2,211.9,44.0,10.0,2.0,212.0,216.0,4239.0,11,2025,off-peak
20725751,2025-12-01,31,0,0.0,0.0,243.8,,,,2.0,,244.0,0.0,12,2025,peak
20725751,2026-01-01,31,0,0.0,0.0,236.6,,,,2.0,,237.0,0.0,1,2026,off-peak
20725559,2025-02-01,12,16,0.571,2826.0,172.5,176.6,35.0,6.0,2.0,177.0,173.0,2826.0,2,2025,off-peak
20725559,2025-03-01,11,20,0.645,3873.0,182.7,193.7,20.0,2.0,2.0,194.0,183.0,3873.0,3,2025,off-peak
20725559,2025-04-01,21,9,0.3,1990.0,197.4,221.1,38.0,2.0,2.0,221.0,197.0,1990.0,4,2025,shoulder
20725559,2025-05-01,14,17,0.548,5088.0,270.5,299.3,46.0,2.0,2.0,299.0,271.0,5088.0,5,2025,shoulder
20725559,2025-06-01,10,20,0.667,5045.0,249.5,252.2,11.0,2.0,3.0,252.0,250.0,5045.0,6,2025,peak
20725559,2025-07-01,13,18,0.581,3726.0,200.3,207.0,47.0,2.0,2.0,207.0,200.0,3726.0,7,2025,peak
20725559,2025-08-01,12,19,0.613,3609.0,186.6,189.9,30.0,2.0,2.0,190.0,187.0,3609.0,8,2025,peak
20725559,2025-09-01,19,11,0.367,2357.0,195.8,214.3,52.0,3.0,2.0,214.0,196.0,2357.0,9,2025,shoulder
20725559,2025-10-01,31,0,0.0,0.0,248.0,,,,2.0,,248.0,0.0,10,2025,shoulder
20725559,2025-11-01,21,9,0.3,2951.0,279.8,327.9,16.0,3.0,2.0,328.0,280.0,2951.0,11,2025,off-peak
20725559,2025-12-01,13,18,0.581,5431.0,290.2,301.7,11.0,3.0,2.0,302.0,290.0,5431.0,12,2025,peak
20725559,2026-01-01,30,1,0.032,171.0,258.5,171.0,12.0,2.0,2.0,171.0,259.0,171.0,1,2026,off-peak
33473038,2025-02-01,6,22,0.786,1186.0,54.0,53.9,10.0,11.0,2.0,54.0,54.0,1186.0,2,2025,off-peak
33473038,2025-03-01,18,13,0.419,702.0,54.0,54.0,1.0,13.0,2.0,54.0,54.0,702.0,3,2025,off-peak
33473038,2025-04-01,8,22,0.733,1198.0,54.2,54.5,18.0,11.0,2.0,55.0,54.0,1198.0,4,2025,shoulder
33473038,2025-05-01,31,0,0.0,0.0,56.0,,,,2.0,,56.0,0.0,5,2025,shoulder
33473038,2025-06-01,30,0,0.0,0.0,56.9,,,,2.0,,57.0,0.0,6,2025,peak
33473038,2025-07-01,31,0,0.0,0.0,69.7,,,,2.0,,70.0,0.0,7,2025,peak
33473038,2025-08-01,31,0,0.0,0.0,67.5,,,,2.0,,68.0,0.0,8,2025,peak
25110413,2025-02-01,28,0,0.0,0.0,139.0,,,,1.0,,139.0,0.0,2,2025,off-peak
25110413,2025-03-01,31,0,0.0,0.0,134.6,,,,1.0,,135.0,0.0,3,2025,off-peak
25110413,2025-04-01,30,0,0.0,0.0,117.1,,,,1.0,,117.0,0.0,4,2025,shoulder
25110413,2025-05-01,31,0,0.0,0.0,132.3,,,,1.0,,132.0,0.0,5,2025,shoulder
25110413,2025-06-01,30,0,0.0,0.0,130.9,,,,1.0,,131.0,0.0,6,2025,peak
25110413,2025-07-01,31,0,0.0,0.0,133.4,,,,1.0,,133.0,0.0,7,2025,peak
25110413,2025-08-01,31,0,0.0,0.0,145.7,,,,1.0,,146.0,0.0,8,2025,peak
25110413,2025-09-01,26,4,0.133,919.0,212.3,229.8,6.0,2.0,1.0,230.0,212.0,919.0,9,2025,shoulder
25110413,2025-10-01,17,14,0.452,3208.0,232.6,229.1,17.0,4.0,1.0,229.0,233.0,3208.0,10,2025,shoulder
25110413,2025-11-01,24,6,0.2,1467.0,232.7,244.5,7.0,3.0,1.0,245.0,233.0,1467.0,11,2025,off-peak
25110413,2025-12-01,24,7,0.226,1629.0,228.0,232.7,1.0,7.0,1.0,233.0,228.0,1629.0,12,2025,peak
25110413,2026-01-01,31,0,0.0,0.0,233.4,,,,1.0,,233.0,0.0,1,2026,off-peak
10416497,2025-02-01,25,3,0.107,159.0,53.9,53.0,,,1.0,53.0,54.0,159.0,2,2025,off-peak
10416497,2025-03-01,31,0,0.0,0.0,55.5,,,,1.0,,56.0,0.0,3,2025,off-peak
10416497,2025-04-01,30,0,0.0,0.0,55.1,,,,1.0,,55.0,0.0,4,2025,shoulder
10416497,2025-05-01,31,0,0.0,0.0,54.7,,,,1.0,,55.0,0.0,5,2025,shoulder
10416497,2025-06-01,30,0,0.0,0.0,55.4,,,,1.0,,55.0,0.0,6,2025,peak
10416497,2025-07-01,31,0,0.0,0.0,57.3,,,,1.0,,57.0,0.0,7,2025,peak
10416497,2025-08-01,31,0,0.0,0.0,55.9,,,,1.0,,56.0,0.0,8,2025,peak
10416497,2025-09-01,30,0,0.0,0.0,53.7,,,,1.0,,54.0,0.0,9,2025,shoulder
10416497,2025-10-01,31,0,0.0,0.0,52.9,,,,1.0,,53.0,0.0,10,2025,shoulder
10416497,2025-11-01,30,0,0.0,0.0,53.2,,,,1.0,,53.0,0.0,11,2025,off-peak
10416497,2025-12-01,15,16,0.516,816.0,51.4,51.0,333.0,16.0,1.0,51.0,51.0,816.0,12,2025,peak
10416497,2026-01-01,31,0,0.0,0.0,50.5,,,,1.0,,51.0,0.0,1,2026,off-peak
26976316,2025-02-01,9,19,0.679,1963.0,101.1,103.3,25.0,2.0,1.0,103.0,101.0,1963.0,2,2025,off-peak
26976316,2025-03-01,1,30,0.968,2766.0,91.7,92.2,49.0,2.0,1.0,92.0,92.0,2766.0,3,2025,off-peak
26976316,2025-04-01,2,28,0.933,3077.0,108.6,109.9,65.0,14.0,1.0,110.0,109.0,3077.0,4,2025,shoulder
26976316,2025-05-01,6,25,0.806,2856.0,116.6,114.2,95.0,2.0,1.0,114.0,117.0,2856.0,5,2025,shoulder
26976316,2025-06-01,5,25,0.833,3273.0,133.1,130.9,39.0,2.0,1.0,131.0,133.0,3273.0,6,2025,peak
26976316,2025-07-01,4,27,0.871,2838.0,104.1,105.1,64.0,7.0,1.0,105.0,104.0,2838.0,7,2025,peak
26976316,2025-08-01,4,27,0.871,3700.0,136.6,137.0,32.0,6.0,1.0,137.0,137.0,3700.0,8,2025,peak
26976316,2025-09-01,10,20,0.667,2279.0,112.9,114.0,40.0,2.0,1.0,114.0,113.0,2279.0,9,2025,shoulder
26976316,2025-10-01,8,23,0.742,2954.0,124.6,128.4,64.0,1.0,1.0,128.0,125.0,2954.0,10,2025,shoulder
26976316,2025-11-01,2,28,0.933,3211.0,113.5,114.7,41.0,3.0,1.0,115.0,114.0,3211.0,11,2025,off-peak
26976316,2025-12-01,6,25,0.806,2736.0,105.5,109.4,35.0,3.0,1.0,109.0,106.0,2736.0,12,2025,peak
26976316,2026-01-01,9,22,0.71,2502.0,107.1,113.7,39.0,3.0,1.0,114.0,107.0,2502.0,1,2026,off-peak
14295733,2025-02-01,23,5,0.179,2016.0,379.1,403.2,31.0,3.0,2.0,403.0,379.0,2016.0,2,2025,off-peak
14295733,2025-03-01,19,12,0.387,4345.0,354.5,362.1,83.0,2.0,2.0,362.0,355.0,4345.0,3,2025,off-peak
14295733,2025-04-01,16,14,0.467,5109.0,339.6,364.9,52.0,2.0,2.0,365.0,340.0,5109.0,4,2025,shoulder
14295733,2025-05-01,14,17,0.548,7396.0,430.5,435.1,67.0,2.0,2.0,435.0,431.0,7396.0,5,2025,shoulder
14295733,2025-06-01,8,22,0.733,8328.0,372.5,378.5,46.0,2.0,2.0,379.0,373.0,8328.0,6,2025,peak
14295733,2025-07-01,31,0,0.0,0.0,367.8,,,,2.0,,368.0,0.0,7,2025,peak
14295733,2025-08-01,31,0,0.0,0.0,379.0,,,,2.0,,379.0,0.0,8,2025,peak
14295733,2025-09-01,30,0,0.0,0.0,355.7,,,,2.0,,356.0,0.0,9,2025,shoulder
14295733,2025-10-01,31,0,0.0,0.0,348.7,,,,2.0,,349.0,0.0,10,2025,shoulder
14295733,2025-11-01,30,0,0.0,0.0,351.3,,,,2.0,,351.0,0.0,11,2025,off-peak
14295733,2025-12-01,31,0,0.0,0.0,387.6,,,,2.0,,388.0,0.0,12,2025,peak
14295733,2026-01-01,31,0,0.0,0.0,336.8,,,,2.0,,337.0,0.0,1,2026,off-peak
31639541,2025-02-01,24,4,0.143,266.0,66.1,66.5,,,30.0,67.0,66.0,266.0,2,2025,off-peak
31639541,2025-03-01,31,0,0.0,0.0,73.5,,,,30.0,,74.0,0.0,3,2025,off-peak
31639541,2025-04-01,30,0,0.0,0.0,74.5,,,,30.0,,75.0,0.0,4,2025,shoulder
31639541,2025-05-01,31,0,0.0,0.0,75.9,,,,30.0,,76.0,0.0,5,2025,shoulder
31639541,2025-06-01,30,0,0.0,0.0,76.8,,,,30.0,,77.0,0.0,6,2025,peak
31639541,2025-07-01,2,29,0.935,2225.0,76.7,76.7,25.0,22.0,30.0,77.0,77.0,2225.0,7,2025,peak
31639541,2025-08-01,8,23,0.742,1756.0,77.9,76.3,6.0,62.0,30.0,76.0,78.0,1756.0,8,2025,peak
31639541,2025-09-01,0,30,1.0,2558.0,85.3,85.3,,,30.0,85.0,85.0,2558.0,9,2025,shoulder
31639541,2025-10-01,6,25,0.806,2375.0,94.6,95.0,,,30.0,95.0,95.0,2375.0,10,2025,shoulder
31639541,2025-11-01,29,1,0.033,97.0,97.2,97.0,13.0,41.0,30.0,97.0,97.0,97.0,11,2025,off-peak
31639541,2025-12-01,0,31,1.0,3184.0,102.7,102.7,,,30.0,103.0,103.0,3184.0,12,2025,peak
31639541,2026-01-01,18,13,0.419,1281.0,93.5,98.5,1.0,4.0,30.0,99.0,94.0,1281.0,1,2026,off-peak
25513717,2025-02-01,28,0,0.0,0.0,40.4,,,,3.0,,40.0,0.0,2,2025,off-peak
25513717,2025-03-01,31,0,0.0,0.0,40.0,,,,3.0,,40.0,0.0,3,2025,off-peak
25513717,2025-04-01,30,0,0.0,0.0,41.2,,,,3.0,,41.0,0.0,4,2025,shoulder
25513717,2025-05-01,20,11,0.355,494.0,42.7,44.9,1.0,14.0,3.0,45.0,43.0,494.0,5,2025,shoulder
25513717,2025-06-01,17,13,0.433,561.0,42.6,43.2,1.0,12.0,3.0,43.0,43.0,561.0,6,2025,peak
25513717,2025-07-01,29,2,0.065,83.0,45.1,41.5,,,3.0,42.0,45.0,83.0,7,2025,peak
25513717,2025-08-01,31,0,0.0,0.0,49.0,,,,3.0,,49.0,0.0,8,2025,peak
25513717,2025-09-01,30,0,0.0,0.0,45.2,,,,3.0,,45.0,0.0,9,2025,shoulder
25513717,2025-10-01,31,0,0.0,0.0,46.1,,,,3.0,,46.0,0.0,10,2025,shoulder
25513717,2025-11-01,30,0,0.0,0.0,47.1,,,,3.0,,47.0,0.0,11,2025,off-peak
25513717,2025-12-01,31,0,0.0,0.0,44.1,,,,3.0,,44.0,0.0,12,2025,peak
25513717,2026-01-01,31,0,0.0,0.0,46.6,,,,3.0,,47.0,0.0,1,2026,off-peak
19652014,2025-02-01,19,9,0.321,484.0,54.8,53.8,1.0,9.0,2.0,54.0,55.0,484.0,2,2025,off-peak
19652014,2025-03-01,29,2,0.065,107.0,53.9,53.5,1.0,2.0,3.0,54.0,54.0,107.0,3,2025,off-peak
19652014,2025-04-01,26,4,0.133,216.0,54.5,54.0,1.0,4.0,3.0,54.0,55.0,216.0,4,2025,shoulder
19652014,2025-05-01,28,3,0.097,171.0,56.3,57.0,14.0,3.0,3.0,57.0,56.0,171.0,5,2025,shoulder
19652014,2025-06-01,30,0,0.0,0.0,55.9,,,,3.0,,56.0,0.0,6,2025,peak
19652014,2025-07-01,31,0,0.0,0.0,63.1,,,,5.0,,63.0,0.0,7,2025,peak
19652014,2025-08-01,31,0,0.0,0.0,63.3,,,,5.0,,63.0,0.0,8,2025,peak
19652014,2025-09-01,30,0,0.0,0.0,61.6,,,,5.0,,62.0,0.0,9,2025,shoulder
19652014,2025-10-01,30,1,0.032,70.0,62.6,70.0,1.0,13.0,5.0,70.0,63.0,70.0,10,2025,shoulder
19652014,2025-11-01,18,12,0.4,729.0,60.8,60.8,,,5.0,61.0,61.0,729.0,11,2025,off-peak
19652014,2025-12-01,31,0,0.0,0.0,62.2,,,,5.0,,62.0,0.0,12,2025,peak
19652014,2026-01-01,28,3,0.097,209.0,60.6,69.7,1.0,31.0,5.0,70.0,61.0,209.0,1,2026,off-peak
21784359,2025-02-01,17,11,0.393,2514.0,220.9,228.5,42.0,3.0,2.0,229.0,221.0,2514.0,2,2025,off-peak
21784359,2025-03-01,8,23,0.742,5196.0,221.8,225.9,22.0,2.0,2.0,226.0,222.0,5196.0,3,2025,off-peak
21784359,2025-04-01,19,11,0.367,2864.0,249.3,260.4,52.0,2.0,2.0,260.0,249.0,2864.0,4,2025,shoulder
21784359,2025-05-01,5,26,0.839,8730.0,334.0,335.8,66.0,2.0,2.0,336.0,334.0,8730.0,5,2025,shoulder
21784359,2025-06-01,5,25,0.833,9247.0,358.2,369.9,11.0,3.0,2.0,370.0,358.0,9247.0,6,2025,peak
21784359,2025-07-01,3,28,0.903,10991.0,381.4,392.5,11.0,3.0,2.0,393.0,381.0,10991.0,7,2025,peak
21784359,2025-08-01,22,9,0.29,2617.0,289.5,290.8,26.0,7.0,2.0,291.0,290.0,2617.0,8,2025,peak
21784359,2025-09-01,26,4,0.133,1371.0,311.0,342.8,106.0,2.0,2.0,343.0,311.0,1371.0,9,2025,shoulder
21784359,2025-10-01,26,5,0.161,1548.0,338.3,309.6,114.0,2.0,2.0,310.0,338.0,1548.0,10,2025,shoulder
21784359,2025-11-01,30,0,0.0,0.0,360.2,,,,2.0,,360.0,0.0,11,2025,off-peak
21784359,2025-12-01,31,0,0.0,0.0,409.9,,,,2.0,,410.0,0.0,12,2025,peak
21784359,2026-01-01,31,0,0.0,0.0,343.5,,,,2.0,,344.0,0.0,1,2026,off-peak
12046579,2025-02-01,25,3,0.107,237.0,78.4,79.0,10.0,3.0,3.0,79.0,78.0,237.0,2,2025,off-peak
12046579,2025-03-01,21,10,0.323,777.0,78.2,77.7,16.0,3.0,3.0,78.0,78.0,777.0,3,2025,off-peak
12046579,2025-04-01,23,7,0.233,555.0,78.2,79.3,26.0,3.0,3.0,79.0,78.0,555.0,4,2025,shoulder
12046579,2025-05-01,12,19,0.613,1602.0,82.4,84.3,12.0,4.0,3.0,84.0,82.0,1602.0,5,2025,shoulder
12046579,2025-06-01,15,15,0.5,1365.0,92.3,91.0,28.0,4.0,3.0,91.0,92.0,1365.0,6,2025,peak
12046579,2025-07-01,25,6,0.194,525.0,87.9,87.5,18.0,6.0,3.0,88.0,88.0,525.0,7,2025,peak
12046579,2025-08-01,29,2,0.065,172.0,84.6,86.0,1.0,2.0,3.0,86.0,85.0,172.0,8,2025,peak
12046579,2025-09-01,17,13,0.433,1046.0,79.8,80.5,9.0,4.0,3.0,81.0,80.0,1046.0,9,2025,shoulder
12046579,2025-10-01,12,19,0.613,1520.0,78.7,80.0,2.0,9.0,3.0,80.0,79.0,1520.0,10,2025,shoulder
12046579,2025-11-01,26,4,0.133,315.0,79.6,78.8,42.0,2.0,3.0,79.0,80.0,315.0,11,2025,off-peak
12046579,2025-12-01,23,8,0.258,658.0,80.6,82.2,34.0,4.0,3.0,82.0,81.0,658.0,12,2025,peak
12046579,2026-01-01,17,14,0.452,1170.0,81.8,83.6,4.0,14.0,3.0,84.0,82.0,1170.0,1,2026,off-peak
29188280,2025-02-01,6,22,0.786,1938.0,88.4,88.1,37.0,2.0,2.0,88.0,88.0,1938.0,2,2025,off-peak
29188280,2025-03-01,4,27,0.871,2538.0,94.7,94.0,46.0,6.0,1.0,94.0,95.0,2538.0,3,2025,off-peak
29188280,2025-04-01,15,15,0.5,1457.0,91.1,97.1,,,2.0,97.0,91.0,1457.0,4,2025,shoulder
29188280,2025-05-01,31,0,0.0,0.0,90.5,,,,2.0,,91.0,0.0,5,2025,shoulder
29188280,2025-06-01,30,0,0.0,0.0,102.0,,,,2.0,,102.0,0.0,6,2025,peak
29188280,2025-07-01,31,0,0.0,0.0,115.0,,,,2.0,,115.0,0.0,7,2025,peak
29188280,2025-08-01,31,0,0.0,0.0,112.5,,,,2.0,,113.0,0.0,8,2025,peak
27871966,2025-02-01,16,12,0.429,2593.0,201.1,216.1,38.0,2.0,2.0,216.0,201.0,2593.0,2,2025,off-peak
27871966,2025-03-01,9,22,0.71,4493.0,201.6,204.2,36.0,2.0,2.0,204.0,202.0,4493.0,3,2025,off-peak
27871966,2025-04-01,16,14,0.467,2633.0,184.3,188.1,107.0,2.0,2.0,188.0,184.0,2633.0,4,2025,shoulder
27871966,2025-05-01,5,26,0.839,5584.0,212.2,214.8,128.0,3.0,2.0,215.0,212.0,5584.0,5,2025,shoulder
27871966,2025-06-01,9,21,0.7,4338.0,205.7,206.6,58.0,2.0,2.0,207.0,206.0,4338.0,6,2025,peak
27871966,2025-07-01,8,23,0.742,5040.0,210.0,219.1,33.0,2.0,2.0,219.0,210.0,5040.0,7,2025,peak
27871966,2025-08-01,15,16,0.516,3300.0,197.1,206.2,35.0,2.0,2.0,206.0,197.0,3300.0,8,2025,peak
27871966,2025-09-01,14,16,0.533,3564.0,223.3,222.8,101.0,2.0,2.0,223.0,223.0,3564.0,9,2025,shoulder
27871966,2025-10-01,14,17,0.548,3885.0,221.3,228.5,71.0,2.0,2.0,229.0,221.0,3885.0,10,2025,shoulder
27871966,2025-11-01,9,21,0.7,5075.0,236.9,241.7,36.0,2.0,2.0,242.0,237.0,5075.0,11,2025,off-peak
27871966,2025-12-01,15,16,0.516,3695.0,223.2,230.9,49.0,2.0,2.0,231.0,223.0,3695.0,12,2025,peak
27871966,2026-01-01,15,16,0.516,3157.0,193.6,197.3,50.0,1.0,2.0,197.0,194.0,3157.0,1,2026,off-peak
20725585,2025-02-01,7,21,0.75,2827.0,134.5,134.6,6.0,2.0,2.0,135.0,135.0,2827.0,2,2025,off-peak
