listing_id,listing_name,room_type,cluster_id,guests,bedrooms,baths,cleaning_fee,num_reviews_x,rating_overall,superhost,professional_management,ttm_avg_rate,ttm_occupancy
20205769,Southern Living Close to Uptown  Charlotte,entire_home,1,16.0,3.0,2.5,150.0,212,4.79,1,0,306.5,0.058
19490095,Private Guest Suite,entire_home,0,3.0,1.0,1.0,0.0,414,4.84,1,0,73.4,0.551
492113,Basil Bungalow Guesthouse | Plaza Midwood,entire_home,0,4.0,1.0,1.0,90.0,810,4.87,1,1,118.2,0.767
20725728,"Charlotte Condo: 2BR, Free Parking, Pet-Friendly!",entire_home,0,4.0,2.0,1.0,140.0,86,4.92,1,1,236.0,0.529
28163346,Cute home 9 mins from uptown and light rail!!,entire_home,1,10.0,4.0,2.0,180.0,686,4.88,1,0,216.4,0.488
17963311,"5 bedroom home in Chantilly, Walk to Plaza Midwood",entire_home,1,10.0,5.0,3.0,0.0,194,4.92,0,0,338.3,0.189
7816426,Bright Private Suite in Charming Neighborhood,private_room,0,2.0,1.0,1.0,0.0,279,4.81,1,0,77.0,0.688
20726057,Luxury Myers Park 2BR Condo with Sunroom and Free,entire_home,1,4.0,2.0,2.0,140.0,94,4.95,1,1,285.8,0.252
20729324,Garage suite close to downtown & low cleaning fee!,entire_home,0,2.0,1.0,1.0,50.0,321,4.95,1,0,111.3,0.332
25935766,"Charlotte Family Retreat w/ Deck, Near UNCC!",entire_home,1,6.0,3.0,2.5,184.0,84,4.69,0,1,218.8,0.488
8719633,The Guest House * 2BR * Historic Uptown Charlotte,entire_home,0,6.0,2.0,1.5,94.0,530,4.89,1,0,260.4,0.4
20725450,Lavish Myers Park 2BR King Condo | Porch | Private,entire_home,1,6.0,2.0,2.5,140.0,24,4.83,1,1,249.4,0.381
28911938,Gorgeous Historic Dilworth Townhome,entire_home,0,4.0,2.0,2.5,99.0,259,4.91,1,0,181.2,0.658
31550414,"Colorful, Comfortable, Private and Unique",entire_home,0,2.0,1.0,1.0,0.0,482,4.92,1,0,76.4,0.8
28055794,Dilworth Business Loft- Min. 30 Day Stay,entire_home,0,3.0,1.0,1.0,0.0,31,4.9,1,0,84.7,0.384
18588469,Updated Ranch in S. Charlotte Close to TOP GOLF!,entire_home,0,7.0,3.0,1.0,80.0,260,4.76,1,0,140.3,0.573
26437645,Cool Guest House. Close to Uptown. Walk Everywhere,entire_home,0,4.0,1.0,1.0,120.0,290,4.79,1,1,138.6,0.351
