term,ttm_occupancy,ttm_avg_rate,ttm_revenue
charlotte location,-0.09791510037777393,0.010379340324954996,-0.04899001599511193
charlotte loft,0.026136814741876648,-0.036458249403140415,-0.025530778416718868
charlotte nc,-0.02025286758680411,0.018724538741977274,-0.00022759101046147795
charlotte pool,-0.023694988422795767,-0.018459776370960138,-0.018011226752476347
charlotte radiant,-0.059340419985367314,0.0030063411883130475,-0.027679957312151688
charlotte ranch,-0.05385620926728165,0.007653192315562825,-0.026263833693589977
charlotte retreat,-0.0707316208380034,-0.008316967644573927,-0.038060754005887674
charlotte tv,0.005780919217971138,-0.06466718658265655,-0.08333416291153749
charlotte wifi,0.07034725035728137,-0.011576516055823743,0.015602763011387692
charm,0.03302513859782199,-0.018736421568144816,0.004651577069789767
charm bungalow,-0.06575038443259944,-0.0381255404094617,-0.058028832972115446
charm hair_dryer,0.06787007447979865,-0.0025396742264041238,0.03281293554441453
charmer,0.0459858602735185,-0.06768786128766018,-0.03994536271747184
charmer hot_water,0.0459858602735185,-0.06768786128766018,-0.03994536271747184
charming,0.10934524387847433,-0.04922610614854037,0.019185284774497605
charming bird,-0.014475040372177428,-0.03923112004905203,-0.02761273170790157
charming bungalow,0.09637354461823382,-0.05609022717436256,-0.0007629581019977726
charming duplex,0.06222173882698603,-0.040910564322732004,-0.008170009317827602
charming home,0.023193208420329986,0.09220618308929178,0.1388034199545728
charming king,-0.04231596719449006,-0.011444544047217403,-0.032822911847659474
charming neighborhood,0.09047369994520066,-0.09475798835904,-0.07439142133752308
charming renovated,-0.057521769218280144,-0.001639790120346165,-0.0303987060095673
charming walkable,0.026300460865705387,0.0815265937308118,0.09024268723802785
cherry,-0.03877496872430334,-0.03040024607295034,-0.038997725172953315
cherry bungalow,-0.03877496872430334,-0.03040024607295034,-0.038997725172953315
chic,-0.0052285878107524815,0.04209411388764155,0.05801554419099833
chic br,-0.04401320705481738,-0.023967258023725707,-0.03708541366300737
chic comfortable,-0.0170991150031573,0.07629043590826004,0.0680355307710454
chic just,-0.03293552805982493,-0.012877383100759827,-0.022011957273465506
chic loft,0.01066892866219421,0.002752609648743413,0.026113092657027083
chic modern,0.04401201803386188,0.02460220660974694,0.05717388994801539
childrens_books_and_toys,0.046434222641906525,0.18341602968115428,0.16841765780437568
childrens_books_and_toys air_conditioning,0.10820906809462658,-0.027880275648141238,-0.01398497622308225
childrens_books_and_toys blender,-0.07050757688144585,0.1250103379332303,0.04963645593484571
childrens_books_and_toys board_games,-0.08465181501122859,0.046659986583219556,-0.016483346297619647
childrens_books_and_toys childrens_dinnerware,0.09133741320619296,-0.024590757628768736,0.02550706377889234
childrens_books_and_toys high_chair,-0.018861945888562826,0.24007577774124794,0.21686334618496467
childrens_books_and_toys wifi,-0.09235779220043945,-0.016021078661855148,-0.054974502697179004
childrens_dinnerware,-0.02468077150662546,0.07589564630064655,0.03321710300402251
childrens_dinnerware air_conditioning,-0.14322900257355003,0.08105440335860166,-0.040488510060954164
childrens_dinnerware board_games,-0.029555493340955037,0.018100434674127457,0.004147867707970046
childrens_dinnerware changing_table,-0.007733175369087701,0.04634484926721086,0.036875689539296694
childrens_dinnerware hot_water,-0.06461988595271237,0.16329757264283631,0.06423890147102734
childrens_dinnerware outlet_covers,0.1318713364722059,-0.04009175715708707,0.04110876854296196
childrens_playroom,-0.07225844663636494,0.16439555165777672,0.021909646862376862
childrens_playroom dining_table,-0.06603057311994044,0.1297734810193504,0.02527193280979011
city,0.07453571081472846,0.1363195361075971,0.18946416619335038
city bathtub,0.08035460570561019,0.04770895767998919,0.11548822916090518
city charmer,0.0459858602735185,-0.06768786128766018,-0.03994536271747184
city guest,-0.04758829309533838,-0.005113058788590019,-0.026167091337735312
city lifestyle,-0.058866107544967454,-0.01254510689535809,-0.03402146859770244
city parking,-0.03688596929411765,0.25835677905618326,0.19197198722685782
city skyline,0.08118136356293247,0.016566611033179347,0.06026062822245236
city walk,0.018042462681924016,0.13567321335320387,0.18258421842898995
classic,-0.16813668095129475,0.0575681299445401,-0.06624117033381748
classic br,-0.07613218503159548,-0.006982172513663001,-0.04489860055764613
classic urban,-0.149834725769269,0.07021574816668796,-0.050500753057249194
clean,0.12823209776971622,-0.04112890399495298,0.038874462724727624
clean modern,0.08482216922538116,-0.03495299492246515,0.018792355109340825
clean private,-0.03293552805982493,-0.012877383100759827,-0.022011957273465506
clean star,0.10186118312379651,-0.020955353994869395,0.04011049190251151
cleaning,-0.07938916470985719,-0.04863852573100787,-0.06941142470535702
cleaning fee,-0.07938916470985719,-0.04863852573100787,-0.06941142470535702
cleaning_before_checkout,0.05300943213468962,-0.07425952396346902,-0.05746156673721099
cleaning_before_checkout childrens_playroom,-0.06603057311994044,0.1297734810193504,0.02527193280979011
cleaning_before_checkout dining_table,-0.019961618297430636,0.011736607923921326,-0.026094179399363145
cleaning_before_checkout sun_loungers,-0.06610910409272212,-0.011607666538190883,-0.040001812762648296
cleaning_products,0.13838914474261504,0.11028590215471709,0.15385103667831962
cleaning_products coffee_maker,0.007413553391174981,0.028890241412292544,0.03044687626880014
cleaning_products conditioner,-0.02688049300738599,-0.007924949464410526,-0.017208826678694323
cleaning_products drying_rack_for_clothing,-0.0848888954761247,0.04655285282104799,-0.03417903117038792
cleaning_products heating,-0.06570121747892266,-0.06879497303334167,-0.11128005097254356
cleaning_products hot_water,0.02863425116863292,0.10257061638730608,0.13128330486477122
cleaning_products indoor_fireplace,-0.054302834053167756,0.05767686167759374,0.0003343207724090145
cleaning_products outdoor_shower,0.004569558893274725,0.03579337171137237,0.04660157647371895
cleaning_products shampoo,0.15730992490997975,0.06683199002360131,0.12366297890149877
climbing_wall,-0.149834725769269,0.07021574816668796,-0.050500753057249194
climbing_wall bowling_alley,-0.149834725769269,0.07021574816668796,-0.050500753057249194
close,-0.03257007805816706,0.09395461009962351,0.05819654749400477
close bathtub,0.0040914143834580394,-0.0030810454661995383,-0.003971892933949194
close clt,-0.06539146251612374,0.12139176223766956,0.014552397668367311
close downtown,-0.07938916470985719,-0.04863852573100787,-0.06941142470535702
close golf,0.026319088209871912,-0.035842765337500755,-0.011954137812445972
close private,-0.06461988595271237,0.16329757264283631,0.06423890147102734
close southend,0.018042462681923777,0.2526999164574296,0.2896289975789729
close southpark,-0.056244750060363564,0.0032692519688479697,-0.028597106746662878
close uptown,-0.003984956826766269,-0.06291633305959003,-0.08404132193662325
clothing_storage,0.06277386132670858,0.1712709083079654,0.17599115365633067
clothing_storage ethernet_connection,0.1551954071836308,0.1821245795593679,0.22951204948604526
clothing_storage stove,-0.00841847200584147,0.029880778090615085,0.021597759053094946
clothing_storage tv,-0.003457858624697312,0.0352685131746887,0.042291514210802135
clothing_storage washer,-0.09594179522554454,0.032105214084623294,-0.040748438273867
clothing_storage wine_glasses,-0.09287416558939539,0.020967896194099098,-0.06538700075329187
clouds,0.1024990764398998,-0.030563511337249095,0.029389298242428117
clouds rain,0.1024990764398998,-0.030563511337249095,0.029389298242428117
clt,0.007233847227017588,-0.07175855605723308,-0.07474386348729675
clt bathtub,0.05473224319167446,-0.03534438845134772,-0.04345840820862404
clt hair_dryer,0.03067607942436846,-0.05975741684366382,-0.0444728377875907
clt home,-0.06081398934410383,-0.03334926948094228,-0.04184252254055308
coffee,-0.014864898511268897,0.05077117016771503,0.024793930212716416
coffee backyard,0.03234360850400487,-0.026808676556254216,-0.024246455203178675
coffee beach_access,0.12273022076074609,0.009944182683993524,0.07083035682825871
coffee bread_maker,-0.10294586689890818,0.01032818988445679,-0.051788256786500314
coffee clothing_storage,-0.10963541564011668,0.044017889525094785,-0.05765647515839687
coffee laundromat_nearby,0.06351258590636795,-0.009032387669814986,0.03535588346321032
coffee outdoor_furniture,-0.10056402421403529,-0.021957879553303517,-0.06385056266981523
coffee patio_or_balcony,-0.05829862674080513,0.10357498793230054,0.07879028853621166
coffee private_entrance,0.07620145534499204,-0.020107968998749247,0.01764618269138851
coffee stove,-0.0526458269945162,-0.010290799710785226,-0.030636481810646016
coffee waterfront,-0.12533348794114704,0.04998635429968217,-0.0611113138104599
coffee wine_glasses,-0.10581978788905037,-0.01864902894638823,-0.06010249771362297
coffee_maker backyard,-0.0747423633837195,0.014701408172170955,-0.00799906308456411
coffee_maker baking_sheet,-0.005254437524844277,-0.0628821888913862,-0.05524318624430066
coffee_maker barbecue_utensils,-0.03127889858853645,-0.024506703030770224,-0.03195934298134752
coffee_maker coffee,-0.08227594469505649,-0.06686517421565713,-0.09397211716156015
coffee_maker dining_table,0.01939167081348057,-0.0900219874755762,-0.0829511031405708
coffee_maker free_parking_on_premises,0.006484409837019813,0.04701009960314098,0.040375196952637166
coffee_maker indoor_fireplace,-0.054846149894212354,0.062335052969275,0.030886855357182174
coffee_maker patio_or_balcony,-0.0014670020466844777,-0.022343936966200795,-0.018613501245270322
coffee_maker private_entrance,0.02087156535172629,-0.1623268642668498,-0.132461513121388
coffee_maker refrigerator,-0.13220766378682403,0.012995553605795187,-0.0579524321025631
coffee_maker toaster,-0.027543885167954453,-0.07557366718974728,-0.05414056072938812
coffee_maker wine_glasses,0.18596408022492858,0.16077914403304863,0.22796691593524734
coliseum,0.016681616909544172,-0.03877968209531251,-0.01898012735215269
coliseum cottage,0.016681616909544172,-0.03877968209531251,-0.01898012735215269
colorful,0.15169379846367126,-0.09529971390352764,-0.06198525970509538
colorful comfortable,0.15169379846367126,-0.09529971390352764,-0.06198525970509538
comfort,-0.06587673481392167,-0.0047599185202574735,-0.035260781059974544
comfort pet,-0.06587673481392167,-0.0047599185202574735,-0.035260781059974544
comfortable,0.03413127825046332,-0.0032307910162988392,-0.027158870426893463
comfortable br,-0.0170991150031573,0.07629043590826004,0.0680355307710454
comfortable historic,0.05375281611333406,-0.03126509516340513,-0.007245113746923011
comfortable private,0.15169379846367126,-0.09529971390352764,-0.06198525970509538
comfortable stylish,-0.149834725769269,0.07021574816668796,-0.050500753057249194
comfortable townhouse,-0.07432170810695446,-0.006927999123018429,-0.04160981276481824
comfy,-0.07296094828220877,-0.051104591154455765,-0.07696846578377434
comfy private,-0.030150338619812814,-0.06217745637043321,-0.0636426662047405
comfy ranch,-0.07691329251263035,-0.005824587818136658,-0.04388225004313428
commonwealth,-0.05525349684829206,-0.02537466465510858,-0.037788790669674756
commonwealth condo,-0.05525349684829206,-0.02537466465510858,-0.037788790669674756
concept,-0.03106737406062521,-0.018050653893530902,-0.027593972082401077
concept south,-0.03106737406062521,-0.018050653893530902,-0.027593972082401077
concord,-0.019600214192799784,-0.014036170440644449,-0.02554150141830514
concord mills,-0.019600214192799784,-0.014036170440644449,-0.02554150141830514
conditioner,0.052689691525639314,0.06201328927918663,0.06728840997556201
conditioner body_soap,0.09342555860750293,0.06323419598142231,0.10621862064076815
conditioner cleaning_products,0.0677732475788413,-0.04094962604291094,-0.01737893092885818
conditioner elevator,-0.1035478067321783,0.026071340836077213,-0.04736386836461408
conditioner free_street_parking,-0.14394934026574305,-0.002932499613855898,-0.09049909528024415
conditioner hot_water,0.029210323266852724,-0.008812294024098955,-0.0202812225094909
conditioner outdoor_furniture,-0.03956646044381444,-0.0093417334921888,-0.03473074179981238
conditioner trash_compactor,-0.030035635519998993,0.02577106964370154,-0.0009879445190019004
condo,-0.009865509883371542,0.018193524485454197,0.012301801158959137
condo balcony,-0.07299616184990403,0.007850658549955147,-0.022125061677617536
condo bathtub,0.04900915738342224,0.05451449096280888,0.07251426817121201
condo br,0.039124659299317875,0.05908674760819376,0.08951896699371313
condo easy,-0.1092241640600281,0.007066603680974013,-0.05263788147064899
condo elizabeth,-0.06878658846012106,-0.024898777671302778,-0.05094691147108228
condo fantastic,-0.0472538026569341,-0.013496939065597765,-0.029738348500080027
condo free,-0.03569534666470492,-0.004726835235024936,-0.007681855213921611
condo king,0.015730838227106844,0.017980490046699365,0.02744218202979001
condo modern,-0.06587673481392167,-0.0047599185202574735,-0.035260781059974544
condo near,0.0677732475788413,-0.04094962604291094,-0.01737893092885818
condo porch,-0.0647418690056623,0.04354701558524391,-0.0049999926508643424
condo sunroom,-0.133430249715602,0.030972050175852146,-0.060009196199349905
condo trolley,-0.04231596719449006,-0.011444544047217403,-0.032822911847659474
condo tv,-0.09528093143277447,-0.01995884940220574,-0.05492122446337815
condo uptown,0.11611922260827323,-0.04015796735765433,0.010475424044300094
condo wifi,0.07844832345050075,-0.05340627179647976,-0.018084104860723663
connected,0.03799932978651139,-0.09277166136258443,-0.07269805724579106
connected home,0.03799932978651139,-0.09277166136258443,-0.07269805724579106
contemporary,-0.05459087126878904,0.005851916989589871,-0.024723510327219072
contemporary bungalow,-0.05459087126878904,0.005851916989589871,-0.024723510327219072
cooking_basics,0.2260001637947005,0.10127786701623864,0.22329422496586865
cooking_basics coffee_maker,0.016287506369152615,-0.10240380025708892,-0.09581671950723654
cooking_basics dishes_and_silverware,0.2583997088099041,0.08863216639422343,0.22605307956096693
cooking_basics free_parking_on_premises,-0.10012843883635913,-0.030119395679493746,-0.0647120311893888
cooking_basics oven,-0.13734761442390514,0.04407805799742393,-0.03049949480030917
cooking_basics stove,-0.017845587905467124,0.009210181389100935,-0.0016035733091970248
cool,-0.0798484607595231,-0.033342882815452446,-0.05390626424675948
cool guest,-0.0798484607595231,-0.033342882815452446,-0.05390626424675948
cotswold,-0.008634590880927655,-0.03787146090455796,-0.038626820727857364
cotswold gem,-0.008634590880927655,-0.03787146090455796,-0.038626820727857364
cottage,-0.035562235119054875,-0.02414832107360179,-0.04173318476020049
cottage comfortable,-0.149834725769269,0.07021574816668796,-0.050500753057249194
cottage hair_dryer,0.007353070284356603,-0.024316659715641953,-0.00096320262823206
cottage home,0.06591356554406703,-0.04143630139109033,-0.008903020340169716
cottage lake,0.004569558893274725,0.03579337171137237,0.04660157647371895
cottage minutes,-0.10497962792807992,-0.009916492600731965,-0.05603755003114466
cottage water,0.07567487269437344,-0.036727065732180694,-0.005828813158907389
covered,-0.016009949000859055,0.07439477849144477,0.05208646837889594
covered patio,-0.016009949000859055,0.07439477849144477,0.05208646837889594
cozy,-0.08860381618834207,0.029401597367372082,-0.03445165791098332
cozy br,-0.02818950171416929,0.2119295105537132,0.17475887275961424
cozy cottage,-0.10497962792807992,-0.009916492600731965,-0.05603755003114466
cozy fireplace,-0.0857825851112815,-0.029324046113533488,-0.09045601421446325
cozy home,0.07079581113569194,-0.053406271796479776,-0.02547332998827826
cozy industrial,-0.07727962398528526,-0.028256688232427184,-0.05042648430018011
cozy loft,0.09051391540016104,-0.053085790502828877,-0.02290701667051511
cozy modern,-0.07420197090284031,0.02182766002302118,-0.022090699678560647
cozy neighborhood,-0.07643462854548493,0.040810811866359785,-0.020086889333785128
cozy studio,-0.08870992341023373,-0.043661324284568384,-0.06145333679210245
cozy uptown,-0.07940692243058343,-0.01598943062255069,-0.048787733878687296
crib,-0.08305670731049218,0.012213060943621633,-0.009630645948068126
crib air_conditioning,-0.13631973322526805,-0.08477123991472252,-0.12370055313925363
crib high_chair,0.08837884405864214,-0.03737952049745148,0.01694536703469182
crib kitchen,-0.06729372824687177,0.04762989813772809,0.01868238027634007
crib pack_n_playtravel_crib,-0.05819877475795317,0.06843872192040452,0.0406797600493964
crib roomdarkening_shades,-0.06610910409272212,-0.011607666538190883,-0.040001812762648296
cul,-0.07643462854548493,0.040810811866359785,-0.020086889333785128
cul sac,-0.07643462854548493,0.040810811866359785,-0.020086889333785128
cute,-0.04770147559494842,0.010302837811947655,-0.03367150814212986
cute dilworth,0.0040914143834580394,-0.0030810454661995383,-0.003971892933949194
cute home,-0.013096905146967834,0.021612583091704732,-0.01178171218748172
cute spacious,-0.035596846130498024,0.001423325746476203,-0.02022889627138209
cute stylish,-0.07691329251263035,-0.005824587818136658,-0.04388225004313428
darby,-0.048249301153795915,-0.07542347812323906,-0.08386048836133476
darby safari,-0.048249301153795915,-0.07542347812323906,-0.08386048836133476
day,-0.01607669291137272,-0.018648853921577377,-0.022117553138945593
day stay,-0.01607669291137272,-0.018648853921577377,-0.022117553138945593
dec,-0.0454897898764915,-0.02467269432912928,-0.03379495510598053
dec nights,-0.0454897898764915,-0.02467269432912928,-0.03379495510598053
deck,-0.017080144212222474,-0.004161895606447217,0.006900317898009014
deck hottub,-0.008634590880927655,-0.03787146090455796,-0.038626820727857364
deck near,-0.015013498276600921,0.026501424262470912,0.04157761657918174
dedicated_workspace,0.047597295152627034,0.044236358152325385,0.0761591761130042
dedicated_workspace bathtub,-0.07814532981029862,-0.007999557037563497,-0.046139734073018544
dedicated_workspace freezer,-0.0726765024179413,0.016912413695331398,-0.033762875632235276
dedicated_workspace kitchen,0.08940753026708817,0.056898135330685,0.1064571678469129
dedicated_workspace microwave,-0.09928317536585134,-0.08950374372898655,-0.10805733859486917
dedicated_workspace outdoor_dining_area,-0.13156378091345255,0.08602707933081527,0.009601210534274384
dedicated_workspace pocket_wifi,0.11791625830733053,0.14020633376939204,0.1961406560448706
dedicated_workspace private_entrance,0.014626590952135891,-0.06334700130129357,-0.05439450111601772
dedicated_workspace refrigerator,-0.007708906368177949,-0.12646156039518885,-0.12989924944810996
del,0.1864819191287874,-0.056178772824969164,0.032534391045230496
del bathtub,0.1864819191287874,-0.056178772824969164,0.032534391045230496
desig,-0.049986582488306265,-0.004296010721706723,-0.027887067998405207
desig bathtub,-0.049986582488306265,-0.004296010721706723,-0.027887067998405207
design,-0.05334243379237328,0.011227269418127588,-0.026557418051155753
design bathtub,-0.05334243379237328,0.011227269418127588,-0.026557418051155753
dilworth,0.04934739817922429,0.07317098492305732,0.12016800343781137
dilworth bathtub,-0.057897788952628766,0.0038476318670753436,-0.020622348921433605
dilworth br,-0.03569534666470492,-0.004726835235024936,-0.007681855213921611
dilworth bungalow,0.0040914143834580394,-0.0030810454661995383,-0.003971892933949194
dilworth business,-0.01607669291137272,-0.018648853921577377,-0.022117553138945593
dilworth close,0.018042462681923777,0.2526999164574296,0.2896289975789729
dilworth condo,0.03558456337252142,-0.0015405608889914124,0.016434802641440528
dilworth hair_dryer,-0.034359217042814395,0.01794769317061999,-0.010476189775384788
dilworth sedgefield,-0.006502649580316275,0.004860966252467781,0.017909944178834666
dilworth townhome,0.07739758074928978,-0.0007087399064255709,0.05657058115158229
dilworth walk,0.07680849938304281,-0.07345011694252514,-0.04972909302718054
dining,-0.014652989404662295,0.006510823286508757,-0.0014643752250415203
dining parks,-0.014652989404662295,0.006510823286508757,-0.0014643752250415203
dining_table,-0.044049798904128135,0.25114641203600246,0.21529012893603533
dining_table baking_sheet,-0.12667005236794857,0.08550131638375423,-0.027697368973018485
dining_table coffee,-0.025050501804739615,0.1527131371866508,0.14526448072743606
dining_table hair_dryer,-0.013096807701337183,0.03626373417219418,0.019149708712391973
dining_table iron,-0.05385620926728165,0.007653192315562825,-0.026263833693589977
dining_table laundromat_nearby,-0.0004157834232034988,-0.0408624845671129,-0.03986959866532901
dining_table outdoor_playground,-0.015013498276600921,0.026501424262470912,0.04157761657918174
dining_table patio_or_balcony,-0.08029604688301843,-0.008029722243599076,-0.04471413546210425
dining_table private_entrance,0.058326776695938956,0.12514700067787152,0.14066975218556083
dining_table toaster,-0.03273889611651032,-0.020996711853134738,-0.034768448428185404
dining_table waterfront,0.03231596334077191,0.04034590231356845,0.06781828676438766
discover,-0.059340419985367314,0.0030063411883130475,-0.027679957312151688
discover charlotte,-0.059340419985367314,0.0030063411883130475,-0.027679957312151688
dishes_and_silverware coffee_maker,-0.17770222860596127,-0.08043030550547142,-0.13518119852001267
dishes_and_silverware cooking_basics,-0.17137664736947802,0.017463528888872197,-0.1052132227996494
dishes_and_silverware dishwasher,0.07927849297929386,-0.01773733435691226,0.027483731507906485
dishes_and_silverware freezer,0.1649197888609024,0.08513518313102791,0.16135880017990284
dishes_and_silverware heating,-0.03651034868274762,0.02669561130741991,0.03284227026781286
dishes_and_silverware mini_fridge,0.00929298664400815,0.03183300659365072,0.04343148387692006
dishes_and_silverware private_entrance,0.09047369994520066,-0.09475798835904,-0.07439142133752308
dishes_and_silverware stove,-0.033377665526398655,-0.10877661253286172,-0.12049783133731588
dishwasher,0.10717203392217382,0.22490943505777056,0.29544159272306353
dishwasher dishes_and_silverware,-0.12259905028461959,0.038712773480568945,-0.029421796765687805
dishwasher hot_water_kettle,0.251018726651737,-0.05306565873260207,0.02537467484333848
dishwasher oven,-0.015678988761982978,-0.026839349896178945,-0.027722439687939353
dishwasher stove,0.10790901688043546,0.1853036780934464,0.2651802320992145
district,-0.03201907947220753,0.07475857106269039,0.09148741642386952
district condo,-0.09528093143277447,-0.01995884940220574,-0.05492122446337815
district hair_dryer,0.01066892866219421,0.002752609648743413,0.026113092657027083
district nature,-0.06773342470953449,-0.0021024436025379564,-0.03637056051604581
district near,-0.03799231367044233,0.0643849620670361,0.01435791639952734
district walk,0.023193208420329986,0.09220618308929178,0.1388034199545728
dog,0.026300460865705387,0.0815265937308118,0.09024268723802785
dog bathtub,0.026300460865705387,0.0815265937308118,0.09024268723802785
door,-0.00041578342320349105,0.01527335936331451,0.009546226551798754
door bathtub,-0.00041578342320349105,0.01527335936331451,0.009546226551798754
downtown,-0.08461200582298302,0.2570475451131045,0.24617363332783054
downtown bathtub,-0.09976108033573232,-0.006930661481173162,-0.05388939356575888
downtown bungalow,0.050284166596358405,0.4149962405818326,0.4879814297626774
downtown charlotte,-0.09020103631813309,0.03453670045412698,-0.03718579027802955
downtown low,-0.07938916470985719,-0.04863852573100787,-0.06941142470535702
dryer,0.12955980376636955,0.1779181424076114,0.26195573608160977
dryer essentials,0.17682266314896555,0.10677410822672911,0.2180153275457513
dryer hangers,-0.021526660772591286,0.0224559534315586,0.0006834060949622929
dryer single_level_home,-0.017899506962891103,-0.010221930108650764,-0.01901770141369286
dryer smoke_alarm,-0.133598484986013,0.07406203791505633,-0.002410173493827781
drying_rack_for_clothing,0.079849153724602,0.09712902977075966,0.09584685033719102
drying_rack_for_clothing clothing_storage,0.1200301864452063,0.018390163022945452,0.039473780465922294
drying_rack_for_clothing heating,-0.0848888954761247,0.04655285282104799,-0.03417903117038792
drying_rack_for_clothing safe,-0.015597447494112076,0.128018586086771,0.11756317394966587
drying_rack_for_clothing tv,-0.0031716324465938008,0.015736528338322682,-0.010840267588101986
dtwn,-0.03799231367044233,0.0643849620670361,0.01435791639952734
dtwn home,-0.03799231367044233,0.0643849620670361,0.01435791639952734
duchess,-0.01977969722818792,-0.02677057989754216,-0.0350565005316887
duchess st,-0.01977969722818792,-0.02677057989754216,-0.0350565005316887
duplex,0.053550378922792706,-0.04528723068260404,-0.0155342943847367
duplex bathtub,0.09350580719894998,-0.033647471781381576,0.01052018610621184
duplex hair_dryer,-0.05145448398026869,-0.024311303014457587,-0.04086938879301943
duplex home,-0.027453449325258398,-0.022710236481060193,-0.03078518933488011
east,0.035828789035177236,-0.051863302500015446,-0.03880506383661674
east charlotte,0.035828789035177236,-0.051863302500015446,-0.03880506383661674
eastclt,0.1864819191287874,-0.056178772824969164,0.032534391045230496
eastclt home,0.1864819191287874,-0.056178772824969164,0.032534391045230496
easy,-0.1092241640600281,0.007066603680974013,-0.05263788147064899
easy access,-0.1092241640600281,0.007066603680974013,-0.05263788147064899
eclectic,0.02627813245257537,-0.03891656806074325,-0.011850043293930409
eclectic desig,-0.049986582488306265,-0.004296010721706723,-0.027887067998405207
eclectic heart,-0.09528093143277447,-0.01995884940220574,-0.05492122446337815
eclectic south,0.08824890236819273,-0.03316059589958704,0.020021384733859178
elegant,-0.08893763145368909,0.06097567198765859,0.0010245738811498636
elegant br,-0.016009949000859055,0.07439477849144477,0.05208646837889594
elegant myers,-0.11728567197260618,0.0083454135850564,-0.06072171507181571
elegant uptown,-0.0472538026569341,-0.013496939065597765,-0.029738348500080027
elevator,0.08394351631552309,-0.057481308962260065,-0.01218211361001138
elevator bed_linens,-0.03130854149079485,-0.04057972085478287,-0.054230010343464786
elevator breakfast,-0.025643087398068035,-0.020916045286672007,-0.02885180584249544
elevator ev_charger,0.07080831556409456,-0.040654625123734064,0.0030024399660338696
elevator free_street_parking,-0.06855596348412513,-0.012793984082224982,-0.041494077684588175
elevator gym,0.027339384543552406,-0.04661593313067325,-0.016154874460953133
elevator hair_dryer,-0.0472538026569341,-0.013496939065597765,-0.029738348500080027
elevator long_term_stays_allowed,0.13336755541520992,-0.042216927804655316,0.017150899436326375
elevator microwave,-0.07940692243058343,-0.01598943062255069,-0.048787733878687296
elevator outdoor_furniture,-0.10206369183982655,0.027039017853063126,-0.04636329070629371
elevator paid_parking_off_premises,0.07844832345050075,-0.05340627179647976,-0.018084104860723663
elevator pets_allowed,0.028784877130172744,-0.06549771207990393,-0.04630036743719708
elevator single_level_home,-0.007117061143094799,0.14637178346243848,0.12300190141957054
elizabeth,-0.0864750441004718,0.023142001484043186,-0.0216599705491897
elizabeth bungalow,-0.04505516698466465,0.055288845135600166,0.022691658491119857
elizabeth plaza,-0.06878658846012106,-0.024898777671302778,-0.05094691147108228
elizabeth porch,-0.049986582488306265,-0.004296010721706723,-0.027887067998405207
end,0.0887689735658032,0.06446463601703478,0.10883844132820839
end condo,0.10297914600665706,-0.04551744103405947,0.011380005052835379
end fitness,0.07211745566579841,-0.012174349944175232,0.02757876788716843
end hair_dryer,-0.005226622161106422,0.002840558699978445,0.007178546100092811
end stunner,-0.012835216304718507,0.21104608150425905,0.18784712597776884
ensuite,-0.10056402421403529,-0.021957879553303517,-0.06385056266981523
ensuite bath,-0.10056402421403529,-0.021957879553303517,-0.06385056266981523
entire,-0.0857825851112815,-0.029324046113533488,-0.09045601421446325
entire basement,-0.0857825851112815,-0.029324046113533488,-0.09045601421446325
entrance,-0.0725719760737792,-0.07377281593069106,-0.09289064239572589
entrance bathroom,-0.05276197053877537,-0.024919388152696665,-0.03084638121030752
entrance quiet,-0.008634590880927655,-0.03787146090455796,-0.038626820727857364
entrance studio,-0.06823857782019581,-0.06127295952156978,-0.08094876045895218
entry,-0.13689626047714157,-0.0444081849628603,-0.08771865830070827
entry hair_dryer,-0.13689626047714157,-0.0444081849628603,-0.08771865830070827
epic,-0.06461988595271237,0.16329757264283631,0.06423890147102734
epic location,-0.06461988595271237,0.16329757264283631,0.06423890147102734
epicentre,0.09561505289317118,-0.031211106226738287,0.019112604472056496
epicentre apple,0.04207265785207302,-0.015585006572569882,0.003760202969199868
epicentre gym,0.08939114674912975,-0.02759472524959712,0.021848432128696763
essentials free_parking_on_premises,-0.0670293370082036,0.0012736750895143496,-0.037133656186192104
essentials hangers,0.20344547413230257,-0.13868598504958973,-0.010242491902650894
essentials iron,0.004464227098700781,-0.013434626253499261,-0.01045496830113488
essentials lock_on_bedroom_door,-0.05385620926728165,0.007653192315562825,-0.026263833693589977
essentials long_term_stays_allowed,0.006762895946521491,-0.0367047126245707,-0.021205818958255077
essentials shampoo,-0.17154424443728852,0.06886160399117335,-0.0326573952749604
est,-0.03688596929411773,0.16156848177438393,0.12034939644722102
est uptown,-0.03688596929411773,0.16156848177438393,0.12034939644722102
ethernet_connection,0.10306001539481487,0.14157667642514762,0.17672999950075702
ethernet_connection microwave,-0.06412011537505533,0.13474019209487983,0.09836797700105983
ethernet_connection outdoor_furniture,-0.015013498276600921,0.026501424262470912,0.04157761657918174
ethernet_connection pocket_wifi,0.0677732475788413,-0.04094962604291094,-0.01737893092885818
ethernet_connection tv,0.11605406768977468,0.11103791191572443,0.15154694956351675
ev_charger,0.019116433117313456,-0.03095399690512614,-0.010164883260880492
ev_charger gym,0.06687379807352392,-0.025005580140706148,0.019463492102351442
ev_charger paid_parking_on_premises,0.026136814741876648,-0.036458249403140415,-0.025530778416718868
ev_charger pets_allowed,-0.04509016919415381,-0.04576595181253277,-0.057828842497904466
ev_charger single_level_home,0.026300460865705387,0.0815265937308118,0.09024268723802785
